purchaseorder,po_itemnumber,po_purchaserequisition,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_deliverydate,po_paymentdate,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_orderquantity,po_unitofmeasure,po_netamount,recordskipindicator,po_lastchangedatetime,silver_load_date,silver_load_timestamp
4500229324,00200,2000126351,24351,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000017,"ENVELOPE, A3 SIZE, BROWN, 250 PCS/BOX",G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,BOX,352.8,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00210,2000126351,24352,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000015,"ENVELOPE, A4 SIZE, BROWN, 250 PCS/BOX",G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,BOX,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00220,2000126351,24353,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000014,"ENVELOPE, A4 SIZE, WHITE, 250 PCS/BOX",G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,BOX,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00400,2000126263,24327,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000024466,DUST BIN BLACK IRON MESH,G111190,House Keeping Consumables,NLAG,Non-Stock Materials,20,NO,274.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00290,2000126351,24360,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000206,MOUSE PAD,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,117.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00300,2000126351,24361,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000158,"PAPER CLIP HOLDER, MAGNETIC TYPE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,58.8,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00360,2000126351,24366,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000159,"PAPER TRAY, 3-LAYER, METAL MESH",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,392,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00370,2000126351,24367,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000153,"PEN HOLDER, ROUND MESH TYPE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,53.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00430,2000126351,24373,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000194,"PACKING TAPE, CLEAR 2",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,56.84,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00030,2000126351,24334,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012150,"A4 SIZE, BOX FILE, (50 FILES/BOX)",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,BOX,661.5,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00040,2000126351,24335,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000456,"BOX FILE, A3 SIZE, 70-75MM F/S",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,490,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00190,2000126263,24307,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000738,"AUTOMATIC AIR FRESHENER, BATTERY OPERATE",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,6,NO,205.8,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00180,2000126263,24306,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000077523,"ANTISEPTIC DETTOL, 1 GAL",G111160,Kitchen & Pantry Consumables,ZCON,Consumables,15,GLL,367.5,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00070,2000126335,24295,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000372115,NESCAFE CLASSIC,F000012,Other Dry Items,FOOD,Foods,15,KG,257.25,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00460,2000126351,24376,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000151,"SHARPENER, CUP TYPE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,15,NO,11.76,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00490,2000126351,24379,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012249,"STAPLER PIN, MEDIUM SIZE NO. 56 ( 5000 P",G121130,Stationery Expenses,NLAG,Non-Stock Materials,15,PAK,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00240,2000126263,24312,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000737,"TOILET BOWL CLEANER, 750 ML, BRAND: HARP",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,12,NO,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00010,2000126335,24290,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000045949,BAJA TURKISH COFFEE WITH CARDAMOM 400G,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,8,PAK,266.56,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00010,2000126351,24332,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012145,A3 SIZE PAPER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,25,BOX,3920,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00180,2000126351,24349,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012194,CORRECTION PEN (12 PCS/PACK),G121130,Stationery Expenses,NLAG,Non-Stock Materials,24,NO,41.16,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00200,2000126263,24308,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000319391,MICRO AEROSOL REFILL 250ML  - GREEN,G111190,House Keeping Consumables,ZCON,Consumables,18,SHT,299.88,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00310,2000126263,24318,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000124326,"GARBAGE BAG, BLACK - 124 CM X 140 CM - 8",G111190,House Keeping Consumables,ZCON,Consumables,1,BDL,6.37,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00150,2000126351,24346,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000016098,BINDING MACHINE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,1,NO,833,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00320,2000126263,24319,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000723,"MOP BUCKET, CAPACITY: 20 LITER",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,1,NO,85.16,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00240,2000126351,24355,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012207,"FLUORESCENT MARKER (HIGHLIGHTER), BLUE (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,35.28,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00250,2000126351,24356,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012208,"FLUORESCENT MARKER (HIGHLIGHTER), GREEN",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,35.28,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00260,2000126351,24357,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012210,"FLUORESCENT MARKER (HIGHLIGHTER), PINK (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,35.28,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00270,2000126351,24358,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012212,"FLUORESCENT MARKER (HIGHLIGHTER), YELLOW",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,35.28,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00210,2000126263,24309,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000077522,ALL PURPOSE CLOTH (3PC/SET),G111160,Kitchen & Pantry Consumables,ZCON,Consumables,2,SET,19.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00050,2000126351,24336,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012156,BALL PEN UNIBALL PEN GEL IMPACT 153,G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,112.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00060,2000126335,24294,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000016136,"TEA BAG, LIPTON (100 PCS/PACK) - GREEN -",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,2,PAK,34.3,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00400,2000126351,24370,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000093,"PERMANENT MARKER, BROAD TIP, BLUE, 10 PC",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,29.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00410,2000126351,24371,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000094,"PERMANENT MARKER, BROAD TIP, RED, 10 PCS",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,29.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00470,2000126351,24377,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000041,"SIGN PEN, PILOT V-SIGN, BLUE, 12 PCS/PAC",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,62.72,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00480,2000126351,24378,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000040,"SIGN PEN, PILOT V-SIGN, BLACK, 12 PCS/PA",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,62.72,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00060,2000126351,24337,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012157,BALL PEN UNIBALL157,G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,82.32,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00080,2000126335,24296,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000026429,Nescafe coffee 3 in 1,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,2,EA,74.48,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00080,2000126351,24339,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012160,"BALL PEN, RED (12 PCS/PACK) PILOT BRAND",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,19.99,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229193,00220,2000126263,24310,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000726,"FURNITURE POLISH 300 ML/CAN, BRAND: PLED",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,10,NO,71.05,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00450,2000126351,24375,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000191,TAPE DISPENSER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,NO,44.1,null,null,2025-11-24,2025-11-24T19:24:13.818Z
4500229324,00350,2000126351,24365,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000248,"PAPER KNIFE, MEDIUM, KANGARO MP-18",G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,NO,34.3,null,null,2025-11-24,2025-11-24T19:24:13.818Z
